序号,代码,名称,最新价,涨跌额,涨跌幅,今开,最高,最低,昨收,成交量,成交额,更新时间
2401,02189,嘉涛(香港)控股,0.46,-0.005,-1.08,0.46,0.46,0.46,0.465,24000.0,11040.0,2025-06-20 13:55:35
2402,02121,创新奇智,5.51,-0.06,-1.08,5.6,5.73,5.44,5.57,1036000.0,5781787.0,2025-06-20 13:55:35
2403,07300,南方一倍看空恒指,3.852,-0.042,-1.08,3.878,3.878,3.838,3.894,921800.0,3555458.0,2025-06-20 13:55:35
2404,01373,国际家居零售,0.92,-0.01,-1.08,0.92,0.93,0.92,0.93,408142.0,375512.0,2025-06-20 13:55:35
2405,02489,集海资源,1.84,-0.02,-1.08,1.81,1.86,1.81,1.86,470000.0,864850.0,2025-06-20 13:55:35
2406,02325,云康集团,3.64,-0.04,-1.09,3.64,3.65,3.55,3.68,52500.0,190995.0,2025-06-20 13:55:35
2407,00952,华富建业金融,0.182,-0.002,-1.09,0.184,0.184,0.182,0.184,20000.0,3660.0,2025-06-20 13:55:35
2408,07299,南方两倍做多黄金,17.23,-0.19,-1.09,17.44,17.44,17.19,17.42,275500.0,4759909.0,2025-06-20 13:55:35
2409,01518,新世纪医疗,0.9,-0.01,-1.1,0.9,0.9,0.9,0.91,105000.0,94500.0,2025-06-20 13:55:35
2410,02086,高维科技,0.445,-0.005,-1.11,0.45,0.45,0.445,0.45,10000.0,4500.0,2025-06-20 13:55:35
2411,01695,椰丰集团,0.089,-0.001,-1.11,0.089,0.089,0.089,0.09,5000.0,445.0,2025-06-20 13:55:35
2412,06036,光丽科技,0.445,-0.005,-1.11,0.44,0.445,0.435,0.45,135000.0,59275.0,2025-06-20 13:55:35
2413,01727,河北建设,0.44,-0.005,-1.12,0.435,0.44,0.43,0.445,11000.0,4760.0,2025-06-20 13:55:35
2414,08237,华星控股,0.177,-0.002,-1.12,0.179,0.179,0.177,0.179,0.0,,2025-06-20 13:55:35
2415,08291,港娱国际,0.088,-0.001,-1.12,0.089,0.089,0.088,0.089,0.0,,2025-06-20 13:55:35
2416,02516,泛远国际,0.88,-0.01,-1.12,0.88,0.89,0.88,0.89,1260000.0,1109960.0,2025-06-20 13:55:35
2417,01816,中广核电力,2.63,-0.03,-1.13,2.66,2.69,2.63,2.66,37380111.0,99267870.0,2025-06-20 13:55:35
2418,00737,湾区发展,1.75,-0.02,-1.13,1.75,1.75,1.74,1.77,298500.0,521300.0,2025-06-20 13:55:35
2419,00871,中国疏浚环保,0.087,-0.001,-1.14,0.087,0.087,0.087,0.088,120000.0,10440.0,2025-06-20 13:55:35
2420,08416,HM INTL HLDGS,0.087,-0.001,-1.14,0.088,0.088,0.087,0.088,0.0,,2025-06-20 13:55:35
2421,02389,北京健康,0.087,-0.001,-1.14,0.088,0.088,0.087,0.088,30000.0,2580.0,2025-06-20 13:55:35
2422,02002,阳光纸业,1.73,-0.02,-1.14,1.74,1.74,1.73,1.75,20000.0,34680.0,2025-06-20 13:55:35
2423,00187,京城机电股份,4.31,-0.05,-1.15,4.4,4.47,4.31,4.36,2734000.0,11987960.0,2025-06-20 13:55:35
2424,02099,中国黄金国际,68.95,-0.8,-1.15,69.45,70.0,68.25,69.75,1479104.0,102005659.0,2025-06-20 13:55:35
2425,02175,中国通才教育,2.58,-0.03,-1.15,2.66,2.66,2.55,2.61,31000.0,80570.0,2025-06-20 13:55:35
2426,01912,康特隆,0.086,-0.001,-1.15,0.087,0.087,0.086,0.087,5000.0,435.0,2025-06-20 13:55:35
2427,07388,南方两倍做空英伟达,39.24,-0.46,-1.16,39.68,39.68,39.24,39.7,5300.0,208414.0,2025-06-20 13:55:35
2428,00071,美丽华酒店,9.38,-0.11,-1.16,9.41,9.42,9.35,9.49,55020.0,516682.0,2025-06-20 13:55:35
2429,03309,希玛医疗,1.69,-0.02,-1.17,1.68,1.7,1.68,1.71,58000.0,98200.0,2025-06-20 13:55:35
2430,06169,宇华教育,0.42,-0.005,-1.18,0.425,0.43,0.415,0.425,3304000.0,1406100.0,2025-06-20 13:55:35
2431,07522,华夏两倍看空纳斯达克100,0.67,-0.008,-1.18,0.673,0.673,0.67,0.678,325400.0,218302.0,2025-06-20 13:55:35
2432,02280,慧聪集团,0.167,-0.002,-1.18,0.168,0.168,0.167,0.169,4000.0,672.0,2025-06-20 13:55:35
2433,08188,骏杰集团控股,0.84,-0.01,-1.18,0.85,0.85,0.84,0.85,352000.0,296840.0,2025-06-20 13:55:35
2434,02001,新高教集团,0.83,-0.01,-1.19,0.85,0.85,0.82,0.84,4507000.0,3749320.0,2025-06-20 13:55:35
2435,09878,汇通达网络,14.96,-0.18,-1.19,15.16,15.2,14.82,15.14,789300.0,11805432.0,2025-06-20 13:55:35
2436,01935,嘉宏教育,0.83,-0.01,-1.19,0.85,0.85,0.83,0.84,4000.0,3360.0,2025-06-20 13:55:35
2437,01513,丽珠医药,29.05,-0.35,-1.19,29.3,29.75,28.95,29.4,434500.0,12714694.0,2025-06-20 13:55:35
2438,08475,易站绿色科技,0.165,-0.002,-1.2,0.17,0.17,0.16,0.167,465000.0,76900.0,2025-06-20 13:55:35
2439,01718,宏基集团控股,0.247,-0.003,-1.2,0.24,0.249,0.24,0.25,208000.0,50210.0,2025-06-20 13:55:35
2440,02586,多点数智,8.97,-0.11,-1.21,9.08,9.26,8.95,9.08,334500.0,3023358.0,2025-06-20 13:55:35
2441,01280,奇点国峰,3.27,-0.04,-1.21,3.27,3.35,3.26,3.31,110000.0,361840.0,2025-06-20 13:55:35
2442,00042,东北电气,0.245,-0.003,-1.21,0.245,0.245,0.245,0.248,36000.0,8820.0,2025-06-20 13:55:35
2443,06078,海吉亚医疗,14.62,-0.18,-1.22,14.92,14.92,14.58,14.8,1566400.0,23060474.0,2025-06-20 13:55:35
2444,01758,博骏教育,0.162,-0.002,-1.22,0.164,0.164,0.162,0.164,0.0,,2025-06-20 13:55:35
2445,01223,新沣集团,0.8,-0.01,-1.23,0.8,0.8,0.8,0.81,380000.0,304000.0,2025-06-20 13:55:35
2446,06968,港龙中国地产,0.08,-0.001,-1.23,0.081,0.081,0.079,0.081,326000.0,26306.0,2025-06-20 13:55:35
2447,00340,潼关黄金,2.4,-0.03,-1.23,2.4,2.5,2.37,2.43,8192200.0,19917888.0,2025-06-20 13:55:35
2448,03399,粤运交通,1.6,-0.02,-1.23,1.64,1.64,1.6,1.62,28000.0,45500.0,2025-06-20 13:55:35
2449,00662,亚洲金融,4.0,-0.05,-1.23,4.05,4.05,4.0,4.05,0.0,,2025-06-20 13:55:35
2450,01548,金斯瑞生物科技,14.44,-0.18,-1.23,14.74,14.78,14.32,14.62,8923509.0,129741052.0,2025-06-20 13:55:35
2451,00551,裕元集团,11.16,-0.14,-1.24,11.3,11.42,11.16,11.3,2674132.0,30099232.0,2025-06-20 13:55:35
2452,00031,航天控股,0.395,-0.005,-1.25,0.395,0.395,0.39,0.4,591600.0,232944.0,2025-06-20 13:55:35
2453,00508,鼎亿集团投资,0.395,-0.005,-1.25,0.395,0.395,0.395,0.4,5000.0,1975.0,2025-06-20 13:55:35
2454,00077,进智公共交通,0.395,-0.005,-1.25,0.4,0.4,0.39,0.4,0.0,,2025-06-20 13:55:35
2455,01313,华润建材科技,1.58,-0.02,-1.25,1.6,1.61,1.58,1.6,4538000.0,7217704.0,2025-06-20 13:55:35
2456,00811,新华文轩,11.0,-0.14,-1.26,11.0,11.04,10.94,11.14,658000.0,7236170.0,2025-06-20 13:55:35
2457,00220,统一企业中国,9.31,-0.12,-1.27,9.3,9.39,9.24,9.43,4159000.0,38743030.0,2025-06-20 13:55:35
2458,02215,德信服务集团,0.78,-0.01,-1.27,0.79,0.79,0.78,0.79,0.0,,2025-06-20 13:55:35
2459,06821,凯莱英,70.1,-0.9,-1.27,69.1,72.45,69.6,71.0,107500.0,7635530.0,2025-06-20 13:55:35
2460,08275,中国新消费集团,0.155,-0.002,-1.27,0.161,0.162,0.155,0.157,3980400.0,630500.0,2025-06-20 13:55:35
2461,08305,圣唐控股,0.233,-0.003,-1.27,0.236,0.236,0.217,0.236,870000.0,203680.0,2025-06-20 13:55:35
2462,01433,常达控股,0.078,-0.001,-1.27,0.079,0.079,0.077,0.079,4460000.0,347980.0,2025-06-20 13:55:35
2463,02429,友宝在线,2.31,-0.03,-1.28,2.34,2.39,2.3,2.34,4139000.0,9681690.0,2025-06-20 13:55:35
2464,00033,INTL GENIUS,0.77,-0.01,-1.28,0.79,0.79,0.76,0.78,172000.0,132960.0,2025-06-20 13:55:35
2465,03738,阜博集团,3.08,-0.04,-1.28,3.15,3.15,2.97,3.12,30551500.0,93048775.0,2025-06-20 13:55:35
2466,03390,满贯集团,0.385,-0.005,-1.28,0.39,0.39,0.385,0.39,1510000.0,584900.0,2025-06-20 13:55:35
2467,01799,新特能源,4.63,-0.06,-1.28,4.6,4.87,4.6,4.69,514400.0,2425172.0,2025-06-20 13:55:35
2468,02498,速腾聚创,30.6,-0.4,-1.29,31.05,31.75,30.55,31.0,2631700.0,81725968.0,2025-06-20 13:55:35
2469,06181,老铺黄金,806.0,-10.5,-1.29,816.0,839.0,806.0,816.5,482819.0,396572640.0,2025-06-20 13:55:35
2470,00264,中联发展控股,1.52,-0.02,-1.3,1.54,1.57,1.52,1.54,1532000.0,2366080.0,2025-06-20 13:55:35
2471,08391,基石科技控股,0.38,-0.005,-1.3,0.38,0.38,0.38,0.385,340000.0,129200.0,2025-06-20 13:55:35
2472,08436,德宝集团控股,0.227,-0.003,-1.3,0.22,0.228,0.219,0.23,35000.0,7715.0,2025-06-20 13:55:35
2473,00164,中国宝力科技,0.38,-0.005,-1.3,0.38,0.38,0.38,0.385,100000.0,38000.0,2025-06-20 13:55:35
2474,09986,大山教育,1.51,-0.02,-1.31,1.51,1.57,1.5,1.53,470000.0,715360.0,2025-06-20 13:55:35
2475,08201,宝联控股,0.075,-0.001,-1.32,0.076,0.076,0.075,0.076,0.0,,2025-06-20 13:55:35
2476,01529,乐氏国际控股,0.375,-0.005,-1.32,0.38,0.39,0.375,0.38,84000.0,31970.0,2025-06-20 13:55:35
2477,01460,扬科集团,0.222,-0.003,-1.33,0.224,0.225,0.211,0.225,1274000.0,284420.0,2025-06-20 13:55:35
2478,00547,数字王国,0.37,-0.005,-1.33,0.37,0.37,0.36,0.375,363000.0,131775.0,2025-06-20 13:55:35
2479,01647,雄岸科技,0.074,-0.001,-1.33,0.074,0.074,0.073,0.075,1395000.0,102760.0,2025-06-20 13:55:35
2480,02585,梦金园,14.78,-0.2,-1.34,14.6,14.78,14.5,14.98,8800.0,128456.0,2025-06-20 13:55:35
2481,00918,龙翼航空科技,0.73,-0.01,-1.35,0.74,0.74,0.72,0.74,0.0,,2025-06-20 13:55:35
2482,06696,多想云,0.73,-0.01,-1.35,0.74,0.74,0.65,0.74,2394000.0,1619380.0,2025-06-20 13:55:35
2483,08439,新百利融资,0.365,-0.005,-1.35,0.37,0.37,0.365,0.37,0.0,,2025-06-20 13:55:35
2484,01318,毛戈平,98.2,-1.35,-1.36,99.55,102.1,97.55,99.55,2106603.0,209517294.0,2025-06-20 13:55:35
2485,00348,中国智能健康,0.072,-0.001,-1.37,0.073,0.073,0.072,0.073,0.0,,2025-06-20 13:55:35
2486,00506,中国食品,2.87,-0.04,-1.37,2.91,2.91,2.87,2.91,774000.0,2235220.0,2025-06-20 13:55:35
2487,08037,中国生物科技服务,0.71,-0.01,-1.39,0.72,0.72,0.69,0.72,60000.0,42000.0,2025-06-20 13:55:35
2488,09969,诺诚健华,12.76,-0.18,-1.39,12.94,13.02,12.58,12.94,8221000.0,104602717.0,2025-06-20 13:55:35
2489,02350,数科集团,0.355,-0.005,-1.39,0.36,0.38,0.355,0.36,1040000.0,374300.0,2025-06-20 13:55:35
2490,02216,堃博医疗-B,2.12,-0.03,-1.4,2.15,2.33,2.1,2.15,4516000.0,9922555.0,2025-06-20 13:55:35
2491,01268,美东汽车,2.11,-0.03,-1.4,2.11,2.19,2.1,2.14,158000.0,336611.0,2025-06-20 13:55:35
2492,02511,君圣泰医药-B,2.79,-0.04,-1.41,2.76,2.87,2.74,2.83,791500.0,2228300.0,2025-06-20 13:55:35
2493,02226,老恒和酿造,0.7,-0.01,-1.41,0.7,0.7,0.7,0.71,62000.0,43400.0,2025-06-20 13:55:35
2494,02438,出门问问,0.35,-0.005,-1.41,0.355,0.355,0.35,0.355,697000.0,244010.0,2025-06-20 13:55:35
2495,00335,美建集团,0.7,-0.01,-1.41,0.71,0.71,0.7,0.71,10000.0,7000.0,2025-06-20 13:55:35
2496,00156,力宝华润,0.7,-0.01,-1.41,0.71,0.71,0.7,0.71,14000.0,9840.0,2025-06-20 13:55:35
2497,01046,寰宇娱乐文化,0.35,-0.005,-1.41,0.35,0.35,0.35,0.355,25000.0,8750.0,2025-06-20 13:55:35
2498,01731,其利工业集团,0.7,-0.01,-1.41,0.7,0.7,0.7,0.71,140000.0,98000.0,2025-06-20 13:55:35
2499,00123,越秀地产,4.17,-0.06,-1.42,4.26,4.26,4.15,4.23,6823073.0,28486722.0,2025-06-20 13:55:35
2500,08043,ATLINKS,0.137,-0.002,-1.44,0.139,0.139,0.137,0.139,0.0,,2025-06-20 13:55:35
2501,01209,华润万象生活,37.55,-0.55,-1.44,38.1,38.1,37.45,38.1,1313286.0,49667890.0,2025-06-20 13:55:35
2502,00695,东吴水泥,2.72,-0.04,-1.45,2.69,2.79,2.69,2.76,390000.0,1076200.0,2025-06-20 13:55:35
2503,01143,中国储能科技发展,0.34,-0.005,-1.45,0.335,0.34,0.335,0.345,332000.0,112400.0,2025-06-20 13:55:35
2504,00436,新宇环保,0.068,-0.001,-1.45,0.069,0.069,0.068,0.069,0.0,,2025-06-20 13:55:35
2505,00520,呷哺呷哺,0.68,-0.01,-1.45,0.69,0.71,0.68,0.69,1458500.0,1013855.0,2025-06-20 13:55:35
2506,00677,金源发展国际实业,0.335,-0.005,-1.47,0.34,0.34,0.33,0.34,600000.0,202440.0,2025-06-20 13:55:35
2507,00356,鼎立资本,0.067,-0.001,-1.47,0.067,0.067,0.063,0.068,330000.0,21510.0,2025-06-20 13:55:35
2508,00076,谊砾控股,0.335,-0.005,-1.47,0.345,0.345,0.335,0.34,40000.0,13600.0,2025-06-20 13:55:35
2509,01057,浙江世宝,4.68,-0.07,-1.47,4.76,4.81,4.62,4.75,4674000.0,21917980.0,2025-06-20 13:55:35
2510,00243,QPL INT'L,0.2,-0.003,-1.48,0.203,0.203,0.2,0.203,0.0,,2025-06-20 13:55:35
2511,01921,达力普控股,6.6,-0.1,-1.49,6.65,6.95,6.52,6.7,6432000.0,43216460.0,2025-06-20 13:55:35
2512,02400,心动公司,46.3,-0.7,-1.49,46.5,46.8,45.3,47.0,2578600.0,118871683.0,2025-06-20 13:55:35
2513,01442,鹰辉物流,0.33,-0.005,-1.49,0.335,0.335,0.33,0.335,0.0,,2025-06-20 13:55:35
2514,09869,海伦司,1.32,-0.02,-1.49,1.34,1.34,1.22,1.34,3006000.0,3786433.0,2025-06-20 13:55:35
2515,02156,建发物业,2.61,-0.04,-1.51,2.61,2.64,2.61,2.65,275000.0,719190.0,2025-06-20 13:55:35
2516,01061,亿胜生物科技,4.53,-0.07,-1.52,4.64,4.65,4.5,4.6,316000.0,1446040.0,2025-06-20 13:55:35
2517,03639,亿达中国,0.065,-0.001,-1.52,0.066,0.066,0.065,0.066,0.0,,2025-06-20 13:55:35
2518,02033,时计宝,0.325,-0.005,-1.52,0.325,0.325,0.325,0.33,12000.0,3900.0,2025-06-20 13:55:35
2519,01906,博尼控股,0.325,-0.005,-1.52,0.33,0.33,0.32,0.33,1730000.0,566650.0,2025-06-20 13:55:35
2520,00165,中国光大控股,5.79,-0.09,-1.53,5.95,5.97,5.77,5.88,13066250.0,76597212.0,2025-06-20 13:55:35
2521,02192,医脉通,15.46,-0.24,-1.53,15.7,15.9,15.26,15.7,866000.0,13388270.0,2025-06-20 13:55:35
2522,06663,国际永胜集团,0.32,-0.005,-1.54,0.325,0.325,0.32,0.325,0.0,,2025-06-20 13:55:35
2523,01689,华禧控股,0.64,-0.01,-1.54,0.64,0.64,0.64,0.65,230000.0,147200.0,2025-06-20 13:55:35
2524,01206,同方泰德,0.32,-0.005,-1.54,0.325,0.325,0.32,0.325,0.0,,2025-06-20 13:55:35
2525,02556,迈富时,41.55,-0.65,-1.54,43.0,43.4,41.5,42.2,864382.0,36512144.0,2025-06-20 13:55:35
2526,02668,百德国际,0.064,-0.001,-1.54,0.066,0.066,0.063,0.065,5300000.0,343510.0,2025-06-20 13:55:35
2527,00751,创维集团,3.18,-0.05,-1.55,3.23,3.25,3.17,3.23,2031469.0,6493622.0,2025-06-20 13:55:35
2528,01317,枫叶教育,0.315,-0.005,-1.56,0.32,0.32,0.315,0.32,640000.0,203100.0,2025-06-20 13:55:35
2529,01925,旷世芳香,1.26,-0.02,-1.56,1.25,1.28,1.25,1.28,166000.0,210920.0,2025-06-20 13:55:35
2530,00828,王朝酒业,0.315,-0.005,-1.56,0.315,0.315,0.315,0.32,20000.0,6300.0,2025-06-20 13:55:35
2531,02566,九源基因,8.19,-0.13,-1.56,8.31,8.5,8.15,8.32,342600.0,2844672.0,2025-06-20 13:55:35
2532,02506,讯飞医疗科技,107.2,-1.7,-1.56,109.1,110.9,106.9,108.9,52300.0,5693325.0,2025-06-20 13:55:35
2533,00777,网龙,10.04,-0.16,-1.57,10.48,10.52,10.0,10.2,4334145.0,44130010.0,2025-06-20 13:55:35
2534,03928,中国新零售供应链,1.88,-0.03,-1.57,1.88,1.88,1.88,1.91,14000.0,26320.0,2025-06-20 13:55:35
2535,02459,升能集团,0.187,-0.003,-1.58,0.188,0.188,0.187,0.19,156000.0,29220.0,2025-06-20 13:55:35
2536,02190,归创通桥,18.64,-0.3,-1.58,19.22,19.22,18.58,18.94,157000.0,2950290.0,2025-06-20 13:55:35
2537,08106,升华兰德,0.124,-0.002,-1.59,0.126,0.126,0.124,0.126,0.0,,2025-06-20 13:55:35
2538,03788,中国罕王,1.85,-0.03,-1.6,1.83,1.86,1.8,1.88,1953000.0,3563270.0,2025-06-20 13:55:35
2539,01008,力图控股,0.246,-0.004,-1.6,0.25,0.25,0.243,0.25,454000.0,111812.0,2025-06-20 13:55:35
2540,01522,京投交通科技,0.305,-0.005,-1.61,0.31,0.31,0.305,0.31,936000.0,287380.0,2025-06-20 13:55:35
2541,00465,富通科技,0.305,-0.005,-1.61,0.31,0.31,0.305,0.31,0.0,,2025-06-20 13:55:35
2542,00327,百富环球,5.5,-0.09,-1.61,5.58,5.67,5.45,5.59,3270000.0,18128840.0,2025-06-20 13:55:35
2543,02203,脑洞科技,0.182,-0.003,-1.62,0.185,0.185,0.173,0.185,1300000.0,234100.0,2025-06-20 13:55:35
2544,00328,ALCO HOLDINGS,0.3,-0.005,-1.64,0.305,0.305,0.29,0.305,134000.0,40220.0,2025-06-20 13:55:35
2545,00542,中国文旅农业,0.06,-0.001,-1.64,0.061,0.061,0.06,0.061,0.0,,2025-06-20 13:55:35
2546,06119,天源集团,0.3,-0.005,-1.64,0.3,0.3,0.3,0.305,3000.0,900.0,2025-06-20 13:55:35
2547,09963,高科桥,0.3,-0.005,-1.64,0.305,0.305,0.3,0.305,0.0,,2025-06-20 13:55:35
2548,00163,英皇国际,0.239,-0.004,-1.65,0.248,0.248,0.239,0.243,51960.0,12764.0,2025-06-20 13:55:35
2549,01796,METASPACEX,2.38,-0.04,-1.65,2.49,2.5,2.38,2.42,36000.0,89060.0,2025-06-20 13:55:35
2550,06830,华众车载,0.237,-0.004,-1.66,0.241,0.241,0.23,0.241,240000.0,55330.0,2025-06-20 13:55:35
2551,03768,滇池水务,0.59,-0.01,-1.67,0.6,0.6,0.59,0.6,73000.0,43770.0,2025-06-20 13:55:35
2552,06182,乙德投资控股,0.295,-0.005,-1.67,0.3,0.3,0.295,0.3,0.0,,2025-06-20 13:55:35
2553,02158,医渡科技,5.88,-0.1,-1.67,6.08,6.08,5.86,5.98,3531300.0,20911443.0,2025-06-20 13:55:35
2554,00040,金山科技工业,0.59,-0.01,-1.67,0.6,0.6,0.59,0.6,117000.0,70160.0,2025-06-20 13:55:35
2555,08367,倩碧控股,0.295,-0.005,-1.67,0.3,0.3,0.295,0.3,0.0,,2025-06-20 13:55:35
2556,02266,黎氏企业,0.295,-0.005,-1.67,0.3,0.3,0.295,0.3,0.0,,2025-06-20 13:55:35
2557,00631,三一国际,6.49,-0.11,-1.67,6.6,6.6,6.46,6.6,3420982.0,22245072.0,2025-06-20 13:55:35
2558,00573,稻香控股,0.295,-0.005,-1.67,0.29,0.295,0.26,0.3,371000.0,106395.0,2025-06-20 13:55:35
2559,00013,和黄医药,23.35,-0.4,-1.68,23.85,24.1,23.25,23.75,3862500.0,91003212.0,2025-06-20 13:55:35
2560,03680,瑞和数智,1.17,-0.02,-1.68,1.12,1.2,1.09,1.19,674000.0,796020.0,2025-06-20 13:55:35
2561,00355,世纪城市国际,0.058,-0.001,-1.69,0.059,0.059,0.057,0.059,10089500.0,579183.0,2025-06-20 13:55:35
2562,00968,信义光能,2.33,-0.04,-1.69,2.37,2.49,2.32,2.37,74718338.0,179011714.0,2025-06-20 13:55:35
2563,00660,玮俊生物科技,0.175,-0.003,-1.69,0.178,0.178,0.175,0.178,0.0,,2025-06-20 13:55:35
2564,03686,祈福生活服务,0.58,-0.01,-1.69,0.6,0.6,0.57,0.59,1980000.0,1171700.0,2025-06-20 13:55:35
2565,00911,前海健康,0.232,-0.004,-1.69,0.232,0.232,0.232,0.236,40000.0,9280.0,2025-06-20 13:55:35
2566,00497,资本策略地产,0.172,-0.003,-1.71,0.172,0.172,0.172,0.175,1080000.0,185760.0,2025-06-20 13:55:35
2567,02598,连连数字,9.78,-0.17,-1.71,10.16,10.28,9.61,9.95,7985020.0,79427346.0,2025-06-20 13:55:35
2568,02150,奈雪的茶,1.14,-0.02,-1.72,1.17,1.17,1.14,1.16,1452500.0,1679755.0,2025-06-20 13:55:35
2569,01668,华南城,0.114,-0.002,-1.72,0.115,0.116,0.111,0.116,2262316.0,258530.0,2025-06-20 13:55:35
2570,02166,芯智控股,1.7,-0.03,-1.73,1.69,1.71,1.68,1.73,116000.0,195980.0,2025-06-20 13:55:35
2571,00609,天德化工,1.13,-0.02,-1.74,1.15,1.15,1.13,1.15,12000.0,13800.0,2025-06-20 13:55:35
2572,02327,美瑞健康国际,0.28,-0.005,-1.75,0.285,0.29,0.28,0.285,228000.0,64080.0,2025-06-20 13:55:35
2573,06913,华南职业教育,0.28,-0.005,-1.75,0.285,0.285,0.28,0.285,0.0,,2025-06-20 13:55:35
2574,00565,锦艺集团控股,1.12,-0.02,-1.75,1.13,1.14,1.11,1.14,2625000.0,2952400.0,2025-06-20 13:55:35
2575,03931,中创新航,16.66,-0.3,-1.77,17.2,17.54,16.52,16.96,1160400.0,19699615.0,2025-06-20 13:55:35
2576,02120,康宁医院,9.33,-0.17,-1.79,9.7,9.7,9.33,9.5,2400.0,23132.0,2025-06-20 13:55:35
2577,01013,伟俊集团控股,0.275,-0.005,-1.79,0.28,0.28,0.275,0.28,0.0,,2025-06-20 13:55:35
2578,02477,经纬天地,6.6,-0.12,-1.79,6.75,6.95,6.54,6.72,852000.0,5660002.0,2025-06-20 13:55:35
2579,01431,原生态牧业,0.275,-0.005,-1.79,0.28,0.285,0.27,0.28,421000.0,116890.0,2025-06-20 13:55:35
2580,01541,宜明昂科-B,11.98,-0.22,-1.8,11.66,12.32,11.66,12.2,795400.0,9564100.0,2025-06-20 13:55:35
2581,06680,金力永磁,17.44,-0.32,-1.8,17.82,18.08,17.32,17.76,3344000.0,59099088.0,2025-06-20 13:55:35
2582,09366,南方两倍做空特斯拉-U,3.38,-0.062,-1.8,3.38,3.38,3.38,3.442,5640.0,19063.0,2025-06-20 13:55:35
2583,09860,艾迪康控股,6.54,-0.12,-1.8,6.68,6.7,6.51,6.66,512500.0,3378435.0,2025-06-20 13:55:35
2584,00337,绿地香港,0.162,-0.003,-1.82,0.165,0.165,0.162,0.165,402000.0,65404.0,2025-06-20 13:55:35
2585,02865,钧达股份,21.55,-0.4,-1.82,21.9,23.0,21.5,21.95,1502000.0,33526995.0,2025-06-20 13:55:35
2586,00875,从玉智农,0.27,-0.005,-1.82,0.265,0.275,0.26,0.275,1818000.0,490050.0,2025-06-20 13:55:35
2587,00483,包浩斯国际,0.265,-0.005,-1.85,0.265,0.265,0.26,0.27,62000.0,16150.0,2025-06-20 13:55:35
2588,01613,协同通信,0.265,-0.005,-1.85,0.265,0.265,0.26,0.27,109056.0,28669.0,2025-06-20 13:55:35
2589,02315,百奥赛图-B,21.2,-0.4,-1.85,21.55,21.75,21.0,21.6,61000.0,1305400.0,2025-06-20 13:55:35
2590,07799,南方两倍做多MSTR,90.96,-1.72,-1.86,91.62,91.64,90.96,92.68,5950.0,543022.0,2025-06-20 13:55:35
2591,02522,一脉阳光,12.66,-0.24,-1.86,12.9,13.2,12.6,12.9,6238500.0,80244324.0,2025-06-20 13:55:35
2592,09799,南方两倍做多MSTR-U,11.61,-0.22,-1.86,11.63,11.67,11.61,11.83,4590.0,53431.0,2025-06-20 13:55:35
2593,02993,中华银科技,0.26,-0.005,-1.89,0.26,0.265,0.255,0.265,610000.0,157510.0,2025-06-20 13:55:35
2594,09886,叮当健康,0.52,-0.01,-1.89,0.53,0.54,0.52,0.53,245500.0,129200.0,2025-06-20 13:55:35
2595,02432,越疆,54.65,-1.05,-1.89,55.65,56.85,54.6,55.7,692200.0,38522220.0,2025-06-20 13:55:35
2596,00868,信义玻璃,7.2,-0.14,-1.91,7.34,7.4,7.18,7.34,4441372.0,32231797.0,2025-06-20 13:55:35
2597,02623,爱德新能源,0.51,-0.01,-1.92,0.52,0.52,0.51,0.52,0.0,,2025-06-20 13:55:35
2598,00909,明源云,2.55,-0.05,-1.92,2.6,2.62,2.53,2.6,5949421.0,15216812.0,2025-06-20 13:55:35
2599,08297,海纳星空科技,0.051,-0.001,-1.92,0.052,0.052,0.051,0.052,14795000.0,746890.0,2025-06-20 13:55:35
2600,09996,沛嘉医疗-B,6.11,-0.12,-1.93,6.45,6.45,6.06,6.23,1181000.0,7342781.0,2025-06-20 13:55:35
2601,02509,荃信生物-B,15.16,-0.3,-1.94,15.46,15.5,15.1,15.46,55600.0,849956.0,2025-06-20 13:55:35
2602,01349,复旦张江,3.02,-0.06,-1.95,3.1,3.13,3.0,3.08,4884000.0,14954620.0,2025-06-20 13:55:35
2603,09863,零跑汽车,52.65,-1.05,-1.96,52.8,53.65,52.1,53.7,3758985.0,198386887.0,2025-06-20 13:55:35
2604,01162,莹岚集团,0.25,-0.005,-1.96,0.25,0.25,0.24,0.255,272000.0,67808.0,2025-06-20 13:55:35
2605,03311,中国建筑国际,11.86,-0.24,-1.98,11.86,12.04,11.78,12.1,1646041.0,19530857.0,2025-06-20 13:55:35
2606,00371,北控水务集团,2.46,-0.05,-1.99,2.49,2.52,2.44,2.51,7964059.0,19705017.0,2025-06-20 13:55:35
2607,00858,精优药业,0.049,-0.001,-2.0,0.049,0.049,0.049,0.05,100000.0,4900.0,2025-06-20 13:55:35
2608,02490,乐舱物流,18.64,-0.38,-2.0,19.02,19.04,18.52,19.02,69000.0,1291060.0,2025-06-20 13:55:35
2609,09880,优必选,76.05,-1.55,-2.0,77.6,79.0,76.0,77.6,2907000.0,223769309.0,2025-06-20 13:55:35
2610,02170,贝康医疗-B,2.93,-0.06,-2.01,2.95,2.95,2.93,2.99,500.0,1475.0,2025-06-20 13:55:35
2611,01787,山东黄金,26.85,-0.55,-2.01,26.9,28.15,26.6,27.4,10217624.0,280372288.0,2025-06-20 13:55:35
