序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,更新时间
3708,600198,大唐电信,8.04,-0.86,-0.07,93277.0,75015476.0,1.97,8.15,7.99,8.1,8.11,0.95,0.72,-35.52,42.29,10480972470.0,10467676424.0,0.25,0.12,-8.64,-6.84,2025-06-20 13:55:29
3709,600028,中国石化,5.79,-0.86,-0.05,945070.0,550035793.0,1.2,5.86,5.79,5.83,5.84,0.62,0.1,13.23,0.85,702009926271.0,549134165887.0,0.0,-0.17,2.12,-11.47,2025-06-20 13:55:29
3710,600760,中航沈飞,53.01,-0.86,-0.46,180797.0,960454063.0,1.93,53.8,52.77,53.4,53.47,0.55,0.66,84.82,8.69,146079631184.0,145681339383.0,0.02,-0.04,21.28,5.35,2025-06-20 13:55:29
3711,301201,诚达药业,20.66,-0.86,-0.18,11531.0,23945489.4,2.06,20.99,20.56,20.9,20.84,0.43,1.32,-570.79,1.49,3196387604.0,1801424404.0,0.0,-0.05,4.61,2.38,2025-06-20 13:55:29
3712,603004,鼎龙科技,20.63,-0.86,-0.18,14607.0,30284714.0,2.5,21.07,20.55,20.81,20.81,0.61,2.48,33.77,2.45,4858777600.0,1214694400.0,-0.05,-0.15,-7.28,1.13,2025-06-20 13:55:29
3713,688600,皖仪科技,22.01,-0.86,-0.19,10745.0,23812959.0,3.2,22.61,21.9,22.48,22.2,0.48,0.8,-135.98,4.08,2964933865.0,2964933865.0,0.09,0.09,37.91,63.64,2025-06-20 13:55:29
3714,601002,晋亿实业,4.61,-0.86,-0.04,67840.0,31407222.0,1.72,4.68,4.6,4.64,4.65,0.97,0.71,19.11,1.06,4399971719.0,4399971719.0,0.0,0.0,-8.71,8.47,2025-06-20 13:55:29
3715,301539,宏鑫科技,17.33,-0.86,-0.15,15822.0,27588086.5,2.75,17.74,17.26,17.3,17.48,0.8,2.11,63.01,3.32,2564840000.0,1300820977.0,0.0,-0.17,-14.8,-5.87,2025-06-20 13:55:29
3716,300238,冠昊生物,15.06,-0.86,-0.13,80927.0,122313789.0,2.17,15.29,14.96,15.17,15.19,0.35,3.05,67.15,7.17,3993244857.0,3992919275.0,0.0,-0.07,15.94,25.08,2025-06-20 13:55:29
3717,834261,一诺威,15.03,-0.86,-0.13,14449.0,21719862.31,3.83,15.37,14.79,15.1,15.16,0.42,0.85,20.88,2.9,4375725202.0,2568547131.0,-0.13,-0.13,31.73,56.73,2025-06-20 13:55:29
3718,301028,东亚机械,11.51,-0.86,-0.1,27735.0,32105131.0,2.33,11.75,11.48,11.56,11.61,0.57,1.13,19.57,2.93,4394220075.0,2833576298.0,0.0,0.0,-14.55,7.67,2025-06-20 13:55:29
3719,300865,大宏立,27.56,-0.86,-0.24,25395.0,69727387.0,3.6,28.08,27.08,28.02,27.8,0.47,3.75,644.24,3.06,2636940800.0,1867136313.0,-0.04,-0.4,16.63,18.08,2025-06-20 13:55:29
3720,300395,菲利华,43.29,-0.87,-0.38,21781.0,94597727.0,2.04,43.96,43.07,43.49,43.67,0.47,0.42,53.79,5.41,22608967564.0,22209630777.0,0.21,0.3,-1.37,15.5,2025-06-20 13:55:29
3721,601208,东材科技,9.07,-0.87,-0.08,90659.0,82872791.0,2.62,9.26,9.02,9.12,9.15,1.1,1.01,22.13,1.88,8133836531.0,8133836531.0,0.11,-0.11,-3.2,21.91,2025-06-20 13:55:29
3722,002423,中粮资本,11.4,-0.87,-0.1,109459.0,125056100.0,1.13,11.5,11.37,11.5,11.5,0.65,0.48,16.77,1.21,26266803555.0,26266803555.0,-0.09,-0.09,-10.31,-14.86,2025-06-20 13:55:29
3723,002746,仙坛股份,5.73,-0.87,-0.05,53251.0,30694019.5,1.56,5.82,5.73,5.77,5.78,0.78,0.75,25.67,1.1,4930886906.0,4066444781.0,-0.17,-0.35,0.17,-5.91,2025-06-20 13:55:29
3724,601788,光大证券,17.03,-0.87,-0.15,185268.0,316911926.0,1.57,17.28,17.01,17.18,17.18,0.66,0.47,23.96,1.32,78521713492.0,66531081228.0,0.0,0.06,-1.62,-5.96,2025-06-20 13:55:29
3725,002557,洽洽食品,21.67,-0.87,-0.19,43417.0,94424559.86,1.74,22.0,21.62,21.96,21.86,0.67,0.86,35.48,2.17,10961879952.0,10938438971.0,0.0,-0.05,-14.25,-21.97,2025-06-20 13:55:29
3726,301148,嘉戎技术,23.63,-0.88,-0.21,28299.0,66544236.01,3.65,23.96,23.09,23.3,23.84,0.43,7.35,53.39,1.6,2752826000.0,909496960.0,-0.21,-0.46,22.18,31.94,2025-06-20 13:55:29
3727,003002,壶化股份,25.89,-0.88,-0.23,13200.0,34464739.0,2.41,26.46,25.83,26.08,26.12,0.67,0.72,55.27,3.83,5178000000.0,4734620805.0,-0.04,0.0,1.77,15.53,2025-06-20 13:55:29
3728,300808,久量股份,28.25,-0.88,-0.25,28052.0,79151031.0,4.56,28.85,27.55,28.83,28.5,1.84,2.67,-93.38,4.53,4520000000.0,2971884124.0,0.07,-0.18,-4.82,22.99,2025-06-20 13:55:29
3729,000962,东方钽业,15.79,-0.88,-0.14,65973.0,105366465.0,2.45,16.18,15.79,15.9,15.93,0.82,1.32,35.28,3.05,7973448857.0,7921204895.0,0.0,-0.06,0.89,15.26,2025-06-20 13:55:29
3730,002063,远光软件,5.62,-0.88,-0.05,170306.0,96190500.77,1.76,5.7,5.6,5.68,5.67,1.01,1.0,285.1,2.91,10706639520.0,9617894668.0,0.0,-0.18,-14.2,-2.43,2025-06-20 13:55:29
3731,836239,长虹能源,31.36,-0.88,-0.28,23496.0,74708110.45,3.98,32.46,31.2,31.4,31.64,0.9,3.38,24.66,6.35,5709847037.0,2182471540.0,0.13,0.16,5.98,56.41,2025-06-20 13:55:29
3732,301360,荣旗科技,45.0,-0.88,-0.4,4588.0,20801485.0,3.35,46.3,44.78,45.42,45.4,0.73,1.65,-81.15,2.1,2400300000.0,1251000000.0,0.04,0.0,-16.77,-15.59,2025-06-20 13:55:29
3733,600715,文投控股,2.26,-0.88,-0.02,229739.0,52364885.0,3.51,2.33,2.25,2.3,2.28,0.93,0.86,155.11,8.11,9175268910.0,6016961265.0,0.0,0.0,3.67,0.44,2025-06-20 13:55:29
3734,830779,武汉蓝电,46.3,-0.88,-0.41,22124.0,103973271.51,4.39,48.2,46.15,46.15,46.71,0.91,11.04,80.41,7.95,3707459536.0,927537206.0,0.15,0.15,14.72,101.92,2025-06-20 13:55:29
3735,603815,交建股份,6.74,-0.88,-0.06,27189.0,18351745.0,2.21,6.85,6.7,6.74,6.8,0.76,0.44,31.57,1.77,4171549344.0,4171549344.0,0.0,-0.15,-3.16,19.72,2025-06-20 13:55:29
3736,600676,交运股份,4.47,-0.89,-0.04,120810.0,54169218.0,2.22,4.54,4.44,4.52,4.51,0.44,1.17,-21.12,0.9,4597363460.0,4597363460.0,-0.22,-0.22,3.71,-0.89,2025-06-20 13:55:29
3737,300920,润阳科技,46.71,-0.89,-0.42,19282.0,91015931.0,5.22,48.5,46.04,47.18,47.13,0.55,2.94,235.89,4.0,4671000000.0,3067550798.0,-0.06,-0.06,141.65,177.71,2025-06-20 13:55:29
3738,301055,张小泉,18.87,-0.89,-0.17,15528.0,29541857.0,2.63,19.28,18.78,19.04,19.04,0.68,1.0,56.67,4.55,2943720000.0,2943720000.0,-0.05,-0.21,18.9,19.2,2025-06-20 13:55:29
3739,300559,佳发教育,11.15,-0.89,-0.1,29063.0,32446193.68,2.49,11.3,11.02,11.18,11.25,0.68,0.93,-110.93,3.89,4454587422.0,3469175688.0,-0.27,-0.36,-9.64,-5.59,2025-06-20 13:55:29
3740,688248,南网科技,31.01,-0.89,-0.28,15056.0,47071724.0,2.56,31.63,30.83,31.2,31.29,0.74,0.66,76.89,5.75,17511347000.0,7082684000.0,-0.13,-0.1,-2.82,-3.37,2025-06-20 13:55:29
3741,688766,普冉股份,61.47,-0.89,-0.55,21214.0,131739165.0,2.81,62.95,61.21,62.02,62.02,0.78,1.44,122.95,4.12,9081698589.0,9081698589.0,-0.13,0.1,-21.88,-14.72,2025-06-20 13:55:29
3742,603312,西典新能,34.66,-0.89,-0.31,6834.0,23951803.0,2.92,35.62,34.6,34.86,34.97,1.07,1.3,19.49,3.42,5601056000.0,1820343200.0,0.12,-0.14,-6.32,9.93,2025-06-20 13:55:29
3743,688020,XD方邦股,34.54,-0.89,-0.31,8871.0,30954224.0,4.05,35.64,34.23,35.0,34.85,1.49,1.1,485.68,2.05,2789035851.0,2789035851.0,0.06,0.09,-1.85,-1.76,2025-06-20 13:55:29
3744,301133,金钟股份,21.04,-0.89,-0.19,7017.0,14855346.0,2.92,21.54,20.92,21.23,21.23,0.77,0.73,51.36,2.21,2243348215.0,2027013777.0,0.0,-0.09,-14.78,-4.28,2025-06-20 13:55:29
3745,603536,惠发食品,9.89,-0.9,-0.09,53560.0,53070233.0,2.51,10.07,9.82,9.9,9.98,0.89,2.23,-33.54,5.59,2419512347.0,2378864051.0,0.1,0.0,0.2,-15.33,2025-06-20 13:55:29
3746,002064,华峰化学,6.58,-0.9,-0.06,107893.0,71297799.59,1.2,6.65,6.57,6.61,6.64,0.88,0.22,16.19,1.25,32653538842.0,32584097964.0,0.15,0.15,-17.85,-18.06,2025-06-20 13:55:29
3747,301439,泓淋电力,15.46,-0.9,-0.14,69852.0,108699847.55,2.88,15.83,15.38,15.45,15.6,0.83,3.81,29.81,2.11,6015513967.0,2832997445.0,0.06,0.06,-7.59,14.1,2025-06-20 13:55:29
3748,301252,同星科技,23.06,-0.9,-0.21,22680.0,52869182.99,3.82,23.85,22.96,23.17,23.27,1.43,4.79,27.01,3.15,3878692000.0,1090882125.0,-0.13,-0.04,-10.2,0.09,2025-06-20 13:55:29
3749,601168,XD西部矿,15.36,-0.9,-0.14,249932.0,385891801.0,2.52,15.59,15.2,15.54,15.5,1.24,1.05,11.33,2.35,36602880000.0,36602880000.0,-0.07,-0.13,-7.58,1.92,2025-06-20 13:55:29
3750,688667,菱电电控,50.64,-0.9,-0.46,3218.0,16427363.0,3.35,51.98,50.27,51.2,51.1,0.76,0.62,37.53,1.6,2623766770.0,2623766770.0,-0.33,-0.43,-3.1,26.0,2025-06-20 13:55:29
3751,300948,冠中生态,9.9,-0.9,-0.09,18249.0,18169571.0,3.4,10.14,9.8,9.98,9.99,1.25,1.4,-92.82,1.81,1386298445.0,1294976519.0,-0.3,-0.2,-2.27,5.21,2025-06-20 13:55:29
3752,002165,红 宝 丽,8.78,-0.9,-0.08,373946.0,329731967.55,2.82,8.95,8.7,8.82,8.86,0.8,5.14,73.36,3.19,6455669169.0,6388586975.0,0.11,0.0,60.22,105.14,2025-06-20 13:55:29
3753,000920,沃顿科技,9.89,-0.9,-0.09,36359.0,36012925.0,1.7,10.01,9.84,9.95,9.98,0.53,0.86,26.29,2.56,4674222857.0,4173357475.0,-0.1,-0.1,7.85,12.77,2025-06-20 13:55:29
3754,300842,帝科股份,40.75,-0.9,-0.37,38767.0,161730932.0,4.38,42.51,40.71,41.51,41.12,1.59,3.07,41.71,3.33,5776818534.0,5142165686.0,0.07,-0.15,-25.49,0.07,2025-06-20 13:55:29
3755,002547,春兴精工,4.39,-0.9,-0.04,182438.0,80378624.28,2.93,4.48,4.35,4.43,4.43,0.7,1.65,-26.67,2366.81,4952170968.0,4850103459.0,-0.23,-0.23,-18.25,7.33,2025-06-20 13:55:29
3756,002021,中捷资源,2.19,-0.9,-0.02,113607.0,25013028.0,2.26,2.23,2.18,2.2,2.21,0.71,0.94,57.07,4.11,2639851892.0,2639765536.0,-0.45,-0.45,-11.34,-10.61,2025-06-20 13:55:29
3757,688262,国芯科技,25.25,-0.9,-0.23,32667.0,83529366.0,2.86,25.95,25.22,25.47,25.48,0.67,1.24,-61.03,3.93,8483997803.0,6674853660.0,-0.04,-0.08,-13.73,-8.84,2025-06-20 13:55:29
3758,300590,移为通信,12.08,-0.9,-0.11,54477.0,65855277.4,3.28,12.32,11.92,12.2,12.19,1.02,1.54,141.92,3.14,5555359001.0,4280241180.0,0.08,0.0,-18.87,-20.73,2025-06-20 13:55:29
3759,688570,天玛智控,19.53,-0.91,-0.18,12053.0,23905610.0,2.84,20.07,19.51,19.71,19.71,1.25,0.64,39.34,1.99,8456490000.0,3675546000.0,0.05,-0.1,-6.78,3.44,2025-06-20 13:55:29
3760,002466,天齐锂业,29.51,-0.91,-0.27,136240.0,408330283.26,3.19,30.45,29.5,29.65,29.78,1.15,0.92,116.12,1.16,48432448914.0,43552204659.0,0.03,-0.03,-6.23,-10.58,2025-06-20 13:55:29
3761,301285,鸿日达,29.33,-0.91,-0.27,11335.0,33332539.0,2.7,29.95,29.15,29.16,29.6,0.56,1.44,-124.51,5.96,6061631100.0,2308558669.0,-0.1,-0.17,-7.53,2.27,2025-06-20 13:55:29
3762,600358,ST联合,6.56,-0.91,-0.06,291594.0,190715625.0,4.38,6.69,6.4,6.61,6.62,0.51,5.77,-97.01,43.39,3312384490.0,3312384490.0,-0.76,-0.61,83.24,79.73,2025-06-20 13:55:29
3763,603049,中策橡胶,43.6,-0.91,-0.4,36188.0,158294014.0,1.48,44.12,43.47,43.97,44.0,0.69,4.27,8.28,1.69,38127572073.0,3698300720.0,-0.09,-0.16,-6.24,-6.24,2025-06-20 13:55:29
3764,600426,华鲁恒升,21.82,-0.91,-0.2,40145.0,88184756.0,1.23,22.09,21.82,22.06,22.02,0.34,0.19,16.39,1.46,46328660356.0,46240432386.0,-0.05,-0.14,1.44,0.97,2025-06-20 13:55:29
3765,301168,通灵股份,33.73,-0.91,-0.31,12127.0,41405476.0,3.06,34.74,33.7,34.24,34.04,0.57,1.27,48.46,1.9,4047600000.0,3214918790.0,0.0,-0.03,15.4,26.0,2025-06-20 13:55:29
3766,002772,众兴菌业,7.61,-0.91,-0.07,44413.0,33977143.0,1.69,7.73,7.6,7.68,7.68,0.59,1.14,15.52,0.92,2992566742.0,2968928606.0,-0.13,-0.13,4.25,7.49,2025-06-20 13:55:29
3767,002299,圣农发展,14.18,-0.91,-0.13,55502.0,79145936.0,1.54,14.39,14.17,14.31,14.31,0.93,0.45,29.87,1.7,17631416183.0,17630443804.0,-0.07,-0.07,0.71,0.71,2025-06-20 13:55:29
3768,605303,园林股份,12.01,-0.91,-0.11,28474.0,34271011.0,4.13,12.3,11.8,12.19,12.12,0.85,1.77,-30.79,1.91,1936461270.0,1936461270.0,0.08,0.08,19.86,58.44,2025-06-20 13:55:29
3769,300487,蓝晓科技,49.13,-0.91,-0.45,17116.0,84970182.5,2.42,50.25,49.05,49.46,49.58,0.46,0.56,32.29,6.33,24941605032.0,15064574881.0,0.04,0.16,2.44,2.63,2025-06-20 13:55:29
3770,300300,ST峡创,4.34,-0.91,-0.04,217522.0,93541347.67,5.02,4.43,4.21,4.35,4.38,0.71,3.26,-68.63,18.37,2894116249.0,2893903155.0,0.23,0.0,41.37,50.69,2025-06-20 13:55:29
3771,301277,新天地,14.0,-0.92,-0.13,61362.0,86040913.4,2.41,14.22,13.88,14.18,14.13,0.49,6.07,24.26,3.69,5489097600.0,1414257600.0,-0.07,-0.07,23.02,45.99,2025-06-20 13:55:29
3772,301203,国泰环保,30.02,-0.92,-0.28,3969.0,11949769.89,2.94,30.67,29.78,30.31,30.3,0.93,0.91,22.58,1.7,2401600000.0,1316151850.0,0.13,0.23,-3.94,1.97,2025-06-20 13:55:29
3773,688692,达梦数据,216.98,-0.92,-2.02,6402.0,139752461.0,1.82,220.3,216.31,218.84,219.0,0.77,0.88,62.58,7.37,24570815200.0,15869190317.0,0.04,-0.06,0.87,-11.17,2025-06-20 13:55:29
3774,836892,广咨国际,15.11,-0.92,-0.14,21286.0,32047980.07,6.36,15.58,14.61,15.34,15.25,0.97,1.46,96.72,7.61,2574008944.0,2209324803.0,-0.13,-0.66,33.72,60.23,2025-06-20 13:55:29
3775,600521,华海药业,18.3,-0.92,-0.17,184878.0,341928709.0,3.52,18.85,18.2,18.7,18.47,0.49,1.27,23.03,2.87,27399694782.0,26646608369.0,0.0,-0.05,16.71,2.41,2025-06-20 13:55:29
3776,688058,宝兰德,25.79,-0.92,-0.24,5043.0,13121163.0,2.54,26.39,25.73,25.9,26.03,0.82,0.65,-16.5,2.88,2004680865.0,2004680865.0,-0.35,-0.35,-18.36,-6.22,2025-06-20 13:55:29
3777,300433,蓝思科技,21.43,-0.92,-0.2,236563.0,507800441.73,3.28,21.92,21.21,21.63,21.63,0.66,0.48,62.24,2.27,106780807625.0,106414872566.0,0.0,0.0,-13.38,-0.33,2025-06-20 13:55:29
3778,688562,航天软件,16.24,-0.92,-0.15,17569.0,28634611.0,2.93,16.6,16.12,16.31,16.39,1.01,1.02,-36.46,3.84,6496000000.0,2809844800.0,-0.12,-0.06,-1.93,2.07,2025-06-20 13:55:29
3779,002724,海洋王,6.39,-0.93,-0.06,142428.0,91676979.0,4.34,6.62,6.34,6.42,6.45,0.53,2.49,112.29,1.88,4929872182.0,3653582286.0,0.0,0.0,-24.2,21.25,2025-06-20 13:55:29
3780,600318,新力金融,8.5,-0.93,-0.08,177464.0,151293482.0,2.33,8.64,8.44,8.6,8.58,0.58,3.46,62.52,4.03,4358184872.0,4358184872.0,0.0,0.0,-5.45,0.35,2025-06-20 13:55:29
3781,600128,苏豪弘业,9.62,-0.93,-0.09,51469.0,49796858.0,2.57,9.82,9.57,9.7,9.71,0.47,2.09,175.9,1.13,2373903350.0,2373903350.0,0.0,0.0,-1.84,18.47,2025-06-20 13:55:29
3782,002491,通鼎互联,5.35,-0.93,-0.05,214682.0,114753001.0,3.7,5.46,5.26,5.41,5.4,0.72,1.82,12.5,2.46,6580470575.0,6294108460.0,0.19,0.0,6.57,4.09,2025-06-20 13:55:29
3783,000661,长春高新,99.08,-0.93,-0.93,29500.0,293637118.46,1.59,100.59,99.0,99.99,100.01,0.53,0.74,21.38,1.72,40418450373.0,39595023938.0,0.01,-0.02,-2.16,-0.36,2025-06-20 13:55:29
3784,603086,先达股份,9.55,-0.93,-0.09,244487.0,233952553.0,3.94,9.8,9.42,9.76,9.64,0.49,5.62,47.85,2.09,4152465516.0,4152465516.0,0.32,0.42,77.84,123.13,2025-06-20 13:55:29
3785,301298,东利机械,14.94,-0.93,-0.14,16924.0,25370093.0,2.92,15.25,14.81,15.06,15.08,0.79,1.56,24.37,2.45,2193192000.0,1620142529.0,0.0,0.0,-27.72,10.75,2025-06-20 13:55:29
3786,300791,仙乐健康,24.46,-0.93,-0.23,25671.0,63188030.38,3.44,25.08,24.23,24.8,24.69,0.47,1.0,27.45,3.37,7535408637.0,6277167256.0,0.16,0.0,20.31,23.66,2025-06-20 13:55:29
3787,605218,伟时电子,21.37,-0.93,-0.2,19413.0,41872918.0,4.78,22.25,21.22,21.58,21.57,1.04,0.91,83.18,3.48,4548251040.0,4548251040.0,-0.19,-0.14,-4.43,-19.72,2025-06-20 13:55:29
3788,002276,万马股份,12.85,-0.93,-0.12,226851.0,293322673.0,2.47,13.12,12.8,12.95,12.97,0.97,2.26,39.82,2.27,13033624393.0,12915320868.0,-0.08,-0.08,-24.99,52.79,2025-06-20 13:55:29
3789,002888,惠威科技,17.02,-0.93,-0.16,16878.0,28807789.0,3.61,17.47,16.85,17.18,17.18,0.93,2.25,1592.25,6.92,2512890872.0,1275189800.0,0.12,0.18,-12.72,-6.59,2025-06-20 13:55:29
3790,000528,柳    工,9.5,-0.94,-0.09,165549.0,158070164.0,1.98,9.69,9.5,9.5,9.59,0.64,0.82,7.3,1.11,19182794953.0,19175182708.0,0.0,-0.21,-23.94,-21.23,2025-06-20 13:55:29
3791,688021,奥福科技,13.65,-0.94,-0.13,6709.0,9234449.0,3.41,13.98,13.51,13.84,13.78,0.81,0.88,-79.75,1.22,1043047237.0,1043047237.0,-0.07,-0.15,13.94,30.75,2025-06-20 13:55:29
3792,000021,深科技,16.88,-0.94,-0.16,111735.0,190024204.8,2.17,17.23,16.86,17.01,17.04,0.96,0.72,36.81,2.22,26342718485.0,26339952275.0,0.06,0.0,-12.76,-10.55,2025-06-20 13:55:29
3793,300667,必创科技,14.79,-0.94,-0.14,33768.0,50059500.0,3.15,15.08,14.61,14.82,14.93,0.97,1.96,-51.49,2.69,3026567017.0,2553469274.0,0.07,-0.07,-26.27,-8.53,2025-06-20 13:55:29
3794,000921,海信家电,26.25,-0.94,-0.25,54605.0,144027577.02,1.66,26.66,26.22,26.51,26.5,0.92,0.59,8.07,2.2,36372441131.0,24103516316.0,0.04,0.04,-12.82,-9.17,2025-06-20 13:55:29
3795,600649,城投控股,4.22,-0.94,-0.04,149695.0,63740630.0,2.11,4.31,4.22,4.26,4.26,0.76,0.59,113.13,0.51,10674809175.0,10674809175.0,0.0,-0.24,-2.09,-5.17,2025-06-20 13:55:29
3796,601969,海南矿业,7.36,-0.94,-0.07,92727.0,68746586.0,1.88,7.49,7.35,7.43,7.43,0.41,0.47,22.94,2.11,14711110872.0,14558786840.0,0.0,-0.14,-0.27,4.99,2025-06-20 13:55:29
3797,300552,万集科技,26.27,-0.94,-0.25,17954.0,47353746.0,2.19,26.72,26.14,26.53,26.52,0.65,1.35,-27.31,3.01,5599006852.0,3504318857.0,-0.08,-0.11,-15.58,-23.52,2025-06-20 13:55:29
3798,688722,同益中,20.13,-0.94,-0.19,35659.0,72651866.0,3.35,20.74,20.06,20.35,20.32,0.69,1.59,26.05,3.3,4522540671.0,4511237676.0,-0.1,-0.05,11.03,58.75,2025-06-20 13:55:29
3799,300029,*ST天龙,5.25,-0.94,-0.05,18707.0,9853767.0,3.77,5.38,5.18,5.28,5.3,0.9,0.93,-41.97,-114.09,1052659125.0,1051891313.0,0.0,-0.38,-1.32,5.21,2025-06-20 13:55:29
3800,600255,鑫科材料,3.14,-0.95,-0.03,258367.0,81380728.0,1.89,3.19,3.13,3.16,3.17,0.66,1.43,158.73,3.94,5671301439.0,5671301439.0,0.0,0.0,-18.65,-8.19,2025-06-20 13:55:29
